sentiment_score,sentiment_label,Comments,Likes,Retweets,price_trend_label
0.7964,1,103,82,1789,0
0.0,0,57,52,802,0
0.9279,1,57,108,1130,0
0.5994,1,704,1158,13500,0
0.0,0,144,870,21300,0
0.0,0,135,144,13800,0
0.4019,1,155,155,6560,0
0.0,0,66,97,2359,0
0.0,0,845,1885,15600,0
0.296,1,51,38,1088,0
0.0,0,43,30,1076,0
0.4588,1,5965,41400,346000,0
0.0,0,2729,27700,190100,0
0.0,0,2485,6951,91500,0
0.0,0,448,1287,10600,0
0.0,0,316,649,18000,0
0.296,1,93,84,3936,0
0.0,0,412,411,5590,0
0.3291,1,246,315,6086,0
0.0,0,44,33,872,0
0.4019,1,123,389,6251,0
0.0,0,237,360,9297,0
0.838,1,316,240,5869,0
0.6705,1,96,88,4192,0
0.4767,1,122,138,2153,0
0.6908,1,72,108,1502,0
0.4215,1,26,22,876,0
-0.296,-1,77,81,1831,0
0.4019,1,84,61,1512,0
0.0,0,67,133,1818,0
-0.25,-1,70,99,2653,0
0.7177,1,157,145,3062,0
0.1531,1,113,228,3508,0
0.0,0,92,144,2827,0
0.9022,1,100,113,2642,0
-0.4767,-1,108,129,1478,0
-0.0891,-1,73,59,1415,0
0.5023,1,58,80,1869,0
0.0,0,41,84,951,0
0.6894,1,39,31,748,0
0.1779,1,32,38,595,0
0.0,0,1458,13400,163400,0
0.0,0,5711,8526,131700,0
0.4019,1,254,115,6621,0
0.0,0,214,492,7716,0
0.0,0,68,33,2578,0
0.0,0,125,225,4080,0
0.0,0,78,44,1183,0
0.4019,1,35,34,911,0
0.0,0,41,20,567,0
0.0,0,34,28,992,0
0.4019,1,13,15,519,0
0.0,0,2141,9939,43500,0
-0.5499,-1,931,3084,18900,0
0.0,0,255,341,24300,0
0.0,0,208,541,15900,0
0.0772,1,495,469,16700,0
0.0,0,1335,1648,35500,0
0.3182,1,98,60,1927,0
0.4003,1,244,444,6569,0
-0.5983,-1,125,236,2090,0
0.3818,1,207,203,4153,0
-0.296,-1,113,49,1894,0
0.6124,1,164,172,3255,0
0.0,0,94,82,1430,0
0.0,0,307,238,2947,0
0.7311,1,84,110,2488,0
0.7777,1,69,42,1400,0
0.9136,1,155,207,3716,0
-0.2732,-1,106,169,2813,0
0.0772,1,44,101,1017,0
0.4215,1,54,82,1211,0
0.0,0,173,207,6988,0
-0.296,-1,71,33,941,0
0.0,0,5277,10700,131700,0
0.0,0,2740,4403,50700,0
-0.0258,0,1619,13500,111400,0
0.0,0,2231,4797,140300,0
0.0,0,2288,9039,37900,0
0.3182,1,125,109,4462,0
0.6597,1,540,1310,11300,0
0.4404,1,164,82,1957,0
-0.34,-1,592,1637,16900,0
-0.3818,-1,190,129,6807,0
0.0,0,28,29,1124,0
0.0,0,285,1160,11300,0
-0.6486,-1,107,182,2209,0
0.4588,1,147,233,5099,0
-0.3182,-1,118,102,3110,0
0.7351,1,326,1446,12000,0
0.6908,1,166,231,5604,0
0.6657,1,246,390,8886,0
0.0,0,144,363,5221,0
0.4215,1,200,592,6030,0
0.0,0,146,134,3449,0
0.0,0,60,41,877,0
-0.3818,-1,86,118,3723,0
-0.296,-1,177,389,9026,0
0.0,0,48,26,848,0
-0.3976,-1,98,112,2593,0
-0.3412,-1,107,125,1683,0
0.4767,1,87,89,1587,0
-0.3182,-1,99,164,2040,0
0.8826,1,141,172,2187,0
0.296,1,37,23,667,0
0.296,1,29,22,523,0
0.2368,1,57,276,2330,0
0.6705,1,111,166,4211,0
-0.6124,-1,102,200,2339,0
0.0,0,151,95,1647,0
0.4215,1,117,236,2073,0
0.296,1,149,136,4223,0
0.6369,1,152,47,1312,0
-0.8,-1,88,158,1131,0
-0.5413,-1,49,139,1007,0
0.2732,1,32,70,1535,0
0.4019,1,37,55,1253,0
0.0,0,69,21,785,0
0.0,0,2687,14800,208300,0
0.0,0,120,60,2130,0
0.4588,1,4142,14300,164100,0
0.9359,1,1829,3645,102000,0
0.2263,1,1340,2531,40300,0
0.743,1,216,283,3911,0
0.5267,1,478,816,20200,0
0.0,0,341,495,8548,0
0.0,0,216,363,8335,0
-0.4019,-1,46,48,1162,0
0.0,0,93,130,1820,0
-0.5859,-1,32,86,1264,0
0.0,0,1598,3721,60600,0
0.4019,1,303,227,6877,0
0.0,0,142,139,2402,0
0.0,0,101,146,2518,0
0.0,0,87,90,5572,0
0.0,0,2701,5708,103400,0
0.4215,1,339,763,27300,0
0.5256,1,1285,2777,24800,0
-0.2111,-1,1511,6711,40300,0
0.4588,1,1846,3145,90300,0
0.0,0,189,167,7843,0
0.4588,1,76,54,3683,0
-0.296,-1,508,612,10700,0
0.7964,1,237,1228,6338,0
0.3182,1,112,95,2226,0
0.0,0,62,44,1077,0
0.0,0,298,468,6691,0
0.7178,1,97,184,2040,0
0.8271,1,94,110,2772,0
0.0,0,5486,23900,140700,0
0.6981,1,2238,2793,35200,0
0.0,0,495,686,25500,0
0.0,0,566,451,35400,0
-0.5994,-1,173,182,2379,0
0.0,0,161,192,6998,0
0.0,0,149,159,5643,0
0.0,0,334,412,4602,0
0.0,0,68,23,1012,0
0.4939,1,5175,14800,155800,0
0.4019,1,4569,3996,78600,0
-0.5859,-1,1588,4810,51800,0
0.3612,1,2628,7120,76400,0
0.0,0,1340,1589,65099,0
0.4019,1,1843,4700,54900,0
0.9056,1,439,905,21900,0
-0.296,-1,304,441,4135,0
0.6249,1,184,400,10200,0
0.0,0,388,1007,16600,0
0.7717,1,437,722,11200,0
0.3182,1,123,112,4428,0
0.0,0,94,44,1453,0
0.3182,1,117,48,2267,0
0.0,0,267,331,12500,0
0.3818,1,1021,1621,11900,0
0.4404,1,74,69,1749,0
0.6983,1,256,302,8966,0
0.3612,1,470,349,11600,0
0.0,0,55,33,1230,0
0.1779,1,152,385,7371,0
-0.4767,-1,222,422,4097,0
0.4404,1,238,413,7363,0
0.8126,1,143,334,7352,0
0.7096,1,175,145,3676,0
0.5983,1,316,410,7204,0
0.4215,1,73,27,1204,0
0.6808,1,53,41,1274,0
0.0,0,173,142,2541,0
0.0,0,191,361,1859,0
0.4404,1,29,18,914,0
0.1761,1,51,66,1776,0
0.0,0,164,167,5137,0
0.5927,1,103,136,2585,0
-0.0516,-1,68,47,1241,0
0.1531,1,54,96,953,0
0.0,0,1739,17000,213600,0
0.3802,1,4596,6195,108300,0
0.4019,1,94,55,1763,0
0.743,1,65,81,1602,0
0.6369,1,8826,48400,344200,0
0.0,0,1855,6461,106600,0
0.4215,1,1859,4570,92800,0
0.0,0,881,2625,36300,0
0.3612,1,2434,1935,26800,0
-0.4576,-1,459,1130,14800,0
0.7096,1,359,692,10500,0
0.0,0,1000,1030,44000,0
0.0,0,197,229,3676,0
0.4404,1,106,243,5768,0
0.6588,1,110,60,1798,0
0.6124,1,440,1339,28400,0
0.0,0,146,274,2057,0
0.128,1,321,457,8908,0
0.4215,1,91,37,911,0
0.296,1,62,30,1214,0
0.5106,1,242,319,7979,0
0.1655,1,314,136,2563,0
0.0,0,231,348,6569,0
-0.4516,-1,86,146,2628,0
0.7717,1,321,234,6092,0
0.1796,1,193,405,4132,0
0.1513,1,788,231,3368,0
0.8424,1,171,266,4729,0
0.296,1,51,200,1566,0
-0.4019,-1,119,209,2423,0
0.775,1,30,129,1299,0
0.6124,1,179,338,3634,0
-0.5267,-1,69,123,1776,0
0.0,0,49,41,924,0
0.4939,1,53,74,1489,0
0.4215,1,63,59,1094,0
0.0,0,53,33,546,0
0.1682,1,28,35,562,0
0.4019,1,138,78,1715,0
0.4019,1,130,163,2090,0
0.296,1,74,48,1345,0
0.0,0,80,73,1784,0
0.3182,1,34,31,857,0
0.0,0,7278,37400,339300,0
0.0,0,39500,17100,182100,0
0.1586,1,3052,6463,68200,0
0.3612,1,2661,3568,49500,0
0.4572,1,1398,1664,51400,0
-0.5434,-1,1177,2869,33300,0
0.4588,1,117,91,3754,0
0.4588,1,100,82,3973,0
0.4926,1,95,49,2495,0
0.0,0,122,59,2952,0
-0.5106,-1,314,659,6181,0
0.2023,1,381,376,6841,0
0.4404,1,232,316,5663,0
-0.5606,-1,182,310,7121,0
0.7003,1,110,56,1637,0
0.1406,1,431,153,6411,0
0.4939,1,146,40,1715,0
0.0,0,113,85,4275,0
0.0,0,101,209,5699,0
0.8375,1,194,177,6595,0
0.0,0,257,96,1923,0
0.4215,1,48,20,753,0
0.0,0,83,88,995,0
0.7178,1,140,163,2251,0
0.3612,1,160,236,1920,0
0.4902,1,127,130,3495,0
0.1145,1,103,153,2045,0
0.5023,1,153,75,1529,0
0.6248,1,44,78,1913,0
0.1531,1,30,15,688,0
0.5667,1,44,114,2382,0
0.6652,1,27,48,1261,0
-0.3818,-1,22,44,1121,0
-0.2263,-1,148,324,2585,0
0.4019,1,247,225,7452,0
0.0,0,266,219,8343,0
0.0,0,203,109,3149,0
0.0,0,73,95,2845,0
0.4019,1,51,30,1087,0
0.0,0,1945,18400,186000,0
0.0,0,1715,6548,75900,0
0.9484,1,1540,2425,52500,0
0.0,0,364,763,17500,0
0.3612,1,149,249,4879,0
0.0,0,277,676,17900,0
0.4215,1,137,127,6320,0
-0.128,-1,800,1106,29300,0
0.3182,1,67,64,1199,0
0.0,0,305,285,11700,0
0.431,1,81,97,3730,0
0.3612,1,197,398,6439,0
0.0757,1,630,311,10700,0
0.4588,1,42,24,1039,0
0.0,0,232,135,4984,0
0.0,0,140,321,4006,0
0.0,0,63,39,1376,0
0.3182,1,139,170,3035,0
0.4939,1,354,753,7699,0
0.5204,1,106,110,1615,0
0.9412,1,697,1641,9629,0
0.2732,1,83,197,3086,0
0.2942,1,115,315,3691,0
0.1655,1,98,385,2899,0
-0.34,-1,299,216,4266,0
0.3182,1,108,102,1548,0
0.3182,1,70,163,2162,0
-0.4215,-1,66,122,2071,0
0.0,0,6033,113100,648400,0
0.0,0,573,1914,31500,0
0.0,0,30,42,1424,0
0.0,0,77,44,1607,0
0.4019,1,68,48,1192,0
0.0,0,57,43,1397,0
0.6249,1,7495,61300,492600,0
-0.2047,-1,4669,11100,177300,0
0.0,0,1570,3619,66400,0
0.3182,1,1264,2432,54700,0
0.0,0,1004,1873,25800,0
0.3612,1,1312,1979,63500,0
0.34,1,853,1239,13400,0
0.0,0,645,812,53700,0
0.4588,1,223,252,13500,0
0.8779,1,668,410,8580,0
0.296,1,126,112,2837,0
0.5562,1,613,889,21800,0
0.3182,1,507,1631,7315,0
0.4404,1,359,341,10000,0
0.0,0,71,92,1281,0
0.2023,1,199,79,1758,0
0.0,0,43,40,1441,0
0.6249,1,18,24,1152,0
0.0,0,282,325,3547,0
0.3182,1,397,271,6570,0
0.7645,1,261,551,9243,0
0.4926,1,148,138,2993,0
0.0,0,145,146,2139,0
0.4019,1,74,64,1239,0
0.0754,1,189,690,5228,0
0.5093,1,46,54,1969,0
0.6369,1,36,62,1938,0
-0.296,-1,106,170,2478,0
0.0,0,140,264,5255,0
0.7177,1,69,120,3683,0
0.6588,1,140,193,6925,0
0.5888,1,126,60,1967,0
0.5267,1,78,124,1787,0
0.0,0,116,82,1659,0
0.3612,1,120,73,1356,0
-0.5994,-1,87,136,2815,0
0.8858,1,63,160,2310,0
-0.6705,-1,136,234,2628,0
0.644,1,283,185,3840,0
0.4404,1,81,176,1876,0
0.3182,1,69,64,1559,0
0.4588,1,56,72,1567,0
0.8047,1,67,43,1213,0
0.5381,1,45,67,1386,0
0.4779,1,78,42,875,0
0.0,0,2347,11400,160600,0
0.0,0,391,430,11000,0
0.0,0,32,20,424,0
0.0,0,16,14,443,0
0.0,0,2110,11500,41900,0
0.0,0,350,731,24700,0
0.0,0,161,327,6182,0
0.0,0,342,594,11000,0
0.0,0,264,378,13800,0
0.0,0,94,42,1451,0
0.5551,1,178,185,6745,0
0.8597,1,269,715,4224,0
0.6588,1,117,209,4859,0
0.0,0,122,207,3113,0
-0.3804,-1,433,934,6961,0
0.0,0,43,47,1097,0
0.8176,1,87,87,1477,0
0.6588,1,29,33,923,0
0.7269,1,407,276,10200,0
0.0,0,101,35,1375,0
0.9127,1,181,330,4647,0
0.0516,1,224,188,3360,0
0.8588,1,159,135,2134,0
0.2732,1,133,183,1957,0
0.0,0,195,93,2697,0
0.8126,1,69,148,1630,0
0.4272,1,73,86,1399,0
-0.7184,-1,49,114,1431,0
0.6249,1,150,169,6361,0
0.0,0,65,65,1351,0
0.4588,1,60,74,1385,0
0.0276,0,69,103,1518,0
0.0,0,81,82,1521,0
-0.872,-1,35,165,2048,0
0.5994,1,82,159,2553,0
-0.2732,-1,92,215,2091,0
-0.5719,-1,131,125,2140,0
0.7871,1,70,118,2749,0
-0.2144,-1,103,225,1778,0
-0.5819,-1,311,186,5264,0
0.1406,1,125,147,2152,0
0.4767,1,100,221,1775,0
0.296,1,50,69,1186,0
-0.25,-1,85,49,1451,0
0.2023,1,95,90,2375,0
-0.743,-1,64,83,1389,0
0.4574,1,66,41,1025,0
-0.1027,-1,27,47,1092,0
0.5709,1,70,59,1856,0
0.4019,1,104,67,1558,0
0.4019,1,93,90,1432,0
0.0,0,323,2360,11400,0
0.0,0,97,60,2587,0
0.0,0,6287,25600,253500,0
0.2023,1,4872,22800,222600,0
0.5242,1,11300,39000,315800,0
0.0,0,1617,4996,69700,0
0.4019,1,314,1269,40600,0
0.4588,1,100,346,16800,0
-0.3182,-1,392,558,25000,0
0.0,0,439,500,21500,0
0.4215,1,249,192,5073,0
0.0,0,299,414,11600,0
0.0,0,186,255,4473,0
0.7345,1,95,197,9575,0
0.0,0,382,619,13000,0
0.0,0,210,80,1857,0
0.0,0,226,133,3066,0
0.0,0,181,108,3827,0
0.1531,1,629,1066,5735,0
0.1531,1,278,373,4636,0
0.0,0,150,114,3007,0
0.636,1,71,68,2233,0
0.4019,1,109,163,3813,0
0.3182,1,196,355,4660,0
0.2244,1,223,514,6999,0
0.6825,1,47,139,1466,0
0.4939,1,173,431,13000,0
0.0,0,107,213,1800,0
0.6983,1,97,70,2891,0
0.3182,1,51,45,1295,0
0.6114,1,78,96,2315,0
0.8074,1,42,119,1212,0
0.0,0,648,785,7317,0
0.8422,1,103,134,4473,0
0.6124,1,339,157,3602,0
0.0,0,82,61,2336,0
0.0,0,77,65,1764,0
0.7935,1,70,107,1648,0
0.0,0,64,78,1146,0
0.6369,1,46,62,994,0
0.0,0,274,624,28100,0
0.0,0,162,210,6676,0
0.4019,1,133,88,9573,0
0.0,0,95,52,1640,0
0.5859,1,61,37,906,0
0.0,0,26,28,1044,0
0.0,0,68,35,938,0
-0.2411,-1,75,40,1184,0
-0.1689,-1,2314,4056,57900,0
0.128,1,1204,2343,42600,0
0.3612,1,459,493,19600,0
-0.5994,-1,261,182,2972,0
0.6597,1,871,3341,30100,0
0.6239,1,532,307,23400,0
0.4927,1,96,82,2022,0
0.3832,1,193,179,4542,0
0.3182,1,224,94,2946,0
0.4588,1,100,60,1514,0
0.3182,1,67,117,1442,0
0.2263,1,89,93,1393,0
0.5499,1,117,74,1454,0
0.4588,1,106,49,1257,0
0.0,0,298,1366,4923,0
0.8309,1,582,639,17000,0
0.4019,1,111,91,1989,0
0.0,0,2261,5094,100000,0
0.8398,1,2591,12100,175800,0
-0.2263,-1,3059,3080,55800,0
0.4588,1,276,242,9738,0
0.0,0,493,717,23000,0
0.3182,1,164,69,3305,0
0.0,0,926,835,14900,0
0.0,0,484,1288,22300,0
-0.3182,-1,250,275,5730,0
0.0,0,311,238,6497,0
-0.1378,-1,334,529,15000,0
0.0352,0,116,86,2194,0
0.0,0,84,88,3481,0
0.2023,1,631,363,8701,0
0.0,0,104,84,4075,0
0.2732,1,168,52,2246,0
0.5719,1,152,138,3752,0
0.0,0,260,248,3269,0
0.8505,1,184,124,3106,0
0.0,0,136,108,2569,0
0.6124,1,177,186,3035,0
0.6486,1,83,145,2953,0
-0.2732,-1,139,266,4502,0
0.5994,1,584,104,2686,0
0.7897,1,128,162,4231,0
0.3182,1,165,67,3422,0
0.4404,1,68,132,2825,0
0.0,0,123,151,4384,0
-0.3595,-1,152,170,2100,0
0.0,0,349,283,8463,0
0.4019,1,48,37,778,0
0.0,0,188,114,2758,0
0.0,0,9387,23500,113000,0
0.0,0,4986,18200,167800,0
0.0,0,2178,1671,66400,0
0.0,0,1834,1519,54400,0
0.75,1,1696,3388,66100,0
0.0,0,234,194,9493,0
0.6588,1,278,230,19700,0
0.3182,1,1340,793,34800,0
0.0,0,376,943,4021,0
0.0,0,327,208,8955,0
0.3182,1,357,563,8924,0
-0.6166,-1,467,553,9241,0
0.2732,1,581,484,12900,0
0.6588,1,122,109,2503,0
0.0,0,99,64,3532,0
0.0,0,218,183,13200,0
-0.3612,-1,196,375,11300,0
0.5574,1,134,112,2392,0
0.4019,1,138,91,3519,0
0.0,0,95,32,1575,0
0.0,0,112,62,1708,0
0.1027,1,99,149,2396,0
0.6369,1,83,43,1290,0
0.6432,1,118,111,2642,0
0.3382,1,62,43,1160,0
-0.6037,-1,34,38,1029,0
0.2714,1,105,81,1736,0
0.7906,1,96,66,1241,0
-0.2893,-1,66,42,1294,0
0.0,0,341,269,15400,0
0.0,0,217,127,7542,0
0.126,1,153,149,3470,0
0.0,0,149,84,1789,0
-0.3818,-1,86,41,5564,0
0.6369,1,61,56,1657,0
0.0,0,1760,1990,52600,0
0.0,0,7455,3732,92700,0
0.658,1,1232,3488,47000,0
0.0,0,331,1431,5669,0
0.0516,1,1042,4773,68800,0
-0.1759,-1,201,452,6188,0
0.802,1,185,143,2713,0
0.8016,1,346,418,14900,0
0.3182,1,227,123,2516,0
0.4404,1,85,80,1771,0
-0.296,-1,208,93,2927,0
0.0258,0,35,36,964,0
-0.2244,-1,276,204,2622,0
0.8955,1,173,256,6494,0
-0.1665,-1,228,177,3626,0
-0.7131,-1,221,447,5935,0
0.1406,1,236,418,3933,0
-0.5994,-1,220,261,5601,0
-0.3705,-1,283,156,6103,0
0.0,0,271,282,3367,0
0.7845,1,109,65,1382,0
0.8858,1,58,156,3558,0
0.6542,1,119,81,2149,0
0.6124,1,205,335,3750,0
0.8622,1,55,84,1893,0
-0.1531,-1,79,99,2215,0
-0.8126,-1,97,132,1967,0
0.802,1,67,120,1541,0
-0.9053,-1,112,172,2382,0
0.7096,1,42,101,2123,0
0.4588,1,42,42,928,0
0.0,0,229,154,3970,0
0.4019,1,48,33,1627,0
0.4019,1,49,36,1356,0
0.4019,1,81,35,1330,0
0.0,0,65,27,2221,0
0.4404,1,9366,37800,335100,0
0.0762,1,6184,7632,132800,0
0.0,0,3975,12100,203000,0
0.0,0,3347,6455,110100,0
0.0,0,3378,7583,101900,0
0.4215,1,1670,1740,30900,0
0.0,0,78,41,3018,0
0.2023,1,131,433,7380,0
0.0,0,111,82,4284,0
0.0,0,63,23,932,0
0.2263,1,132,110,10600,0
0.3182,1,106,50,1482,0
-0.0772,-1,125,114,9189,0
0.3182,1,63,26,1190,0
0.0,0,275,366,4602,0
0.4767,1,309,278,17500,0
-0.296,-1,108,104,2731,0
-0.5859,-1,52,45,1907,0
0.4939,1,322,591,4528,0
-0.0772,-1,114,117,2685,0
0.3612,1,88,155,3134,0
0.7351,1,54,138,2258,0
0.0,0,62,115,1319,0
0.807,1,173,157,3116,0
0.0,0,69,62,1360,0
0.0,0,55,51,2276,0
0.1027,1,96,101,2151,0
0.0,0,78,179,1983,0
0.0,0,116,183,2509,0
0.1531,1,380,347,4850,0
0.4404,1,41,71,1188,0
0.5859,1,37,57,1072,0
0.4404,1,54,43,1146,0
-0.6486,-1,88,79,1926,0
0.2023,1,65,56,1167,0
0.0,0,5704,15000,205100,0
0.0,0,1060,893,43200,0
0.0,0,183,161,7228,0
0.0,0,60,112,2260,0
0.0,0,2693,13100,182100,0
0.0,0,6433,33900,281800,0
-0.0258,0,35200,132200,402800,0
0.0,0,2265,4072,78200,0
0.0,0,2506,3827,73300,0
0.0,0,252,156,6988,0
0.0,0,1667,2648,19600,0
0.8271,1,3157,2795,30500,0
0.0,0,1105,762,18000,0
0.0,0,1477,2496,30100,0
0.4019,1,144,105,2930,0
0.4019,1,896,2397,11800,0
0.0,0,221,107,4287,0
0.3182,1,138,31,1747,0
0.0,0,262,149,7270,0
0.6908,1,476,724,1968,0
-0.2023,-1,81,38,838,0
0.0,0,416,172,4708,0
0.802,1,179,167,2373,0
-0.3007,-1,625,688,5375,0
0.0,0,208,146,2090,0
0.8537,1,155,185,5770,0
0.0,0,155,272,3971,0
-0.128,-1,141,392,4513,0
0.0,0,175,82,2060,0
0.0,0,356,38,1466,0
0.4019,1,54,35,667,0
0.0,0,92,45,1384,0
0.0772,1,160,152,1422,0
0.5574,1,123,138,1031,0
-0.743,-1,474,187,2335,0
0.8778,1,62,83,873,0
-0.6625,-1,147,214,3057,0
0.8949,1,69,94,1114,0
0.9021,1,185,97,1248,0
0.0,0,47,33,886,0
0.7424,1,35,24,450,0
0.0,0,29,16,675,0
0.4019,1,108,115,994,0
0.0,0,223,167,14700,0
0.4019,1,175,83,3965,0
0.0,0,100,47,3380,0
0.0,0,32,16,483,0
0.0,0,2803,16000,180700,0
0.4019,1,3248,3324,105200,0
0.2975,1,294,327,10100,1
0.0,0,226,176,8157,0
0.0,0,235,476,5202,0
0.2732,1,266,330,3476,0
0.7269,1,108,401,4014,0
0.0772,1,396,269,6153,0
0.3182,1,65,27,896,0
0.296,1,40,21,533,0
0.5859,1,150,76,1782,0
0.6369,1,167,143,7194,0
-0.3818,-1,138,86,3444,0
0.6476,1,97,233,4550,0
0.4215,1,142,120,2816,0
0.0516,1,157,259,4273,0
0.7003,1,167,285,2409,0
-0.296,-1,187,196,2047,0
0.0,0,268,293,4451,0
0.8834,1,80,40,735,0
0.6581,1,177,261,5608,1
0.0,0,43,13,868,0
-0.2263,-1,157,103,2177,0
-0.34,-1,167,151,2187,0
0.4003,1,89,57,1699,0
0.0,0,69,84,2059,0
0.5719,1,110,205,2133,0
0.525,1,87,122,2809,0
-0.8442,-1,165,270,2765,0
0.0,0,118,50,1761,0
0.0,0,77,70,1980,0
0.3455,1,68,84,2458,0
0.7178,1,58,33,1038,0
0.7096,1,100,82,1026,0
0.281,1,61,46,890,0
0.0,0,96,46,1224,0
-0.5429,-1,51,50,1798,0
0.0516,1,46,26,626,0
-0.2732,-1,1785,3660,80300,0
0.0,0,872,934,20600,0
0.0,0,1165,2914,30800,1
0.0,0,113,162,2316,0
0.0,0,72,36,1144,0
0.0,0,43,22,954,0
0.0,0,83,133,1042,0
0.6369,1,2601,3960,116600,0
0.4767,1,806,1465,31500,0
0.2732,1,845,633,20700,0
0.2003,1,1540,3855,52100,0
0.0,0,465,473,30300,0
0.5707,1,83,181,8749,0
0.3382,1,116,145,13300,0
0.3182,1,148,82,3911,0
0.0,0,251,1752,15800,0
0.0,0,269,333,6386,0
-0.8225,-1,121,318,1829,0
0.4215,1,47,22,915,0
-0.2732,-1,210,392,7218,0
0.0,0,58,27,1084,0
0.0,0,23,15,636,0
-0.296,-1,148,118,3786,0
0.3595,1,128,130,3185,0
0.6249,1,96,142,1858,0
-0.3818,-1,84,160,1534,0
0.0,0,114,55,2584,0
-0.0258,0,89,83,1767,0
0.0,0,37,32,1117,0
0.0,0,105,64,1498,0
0.4215,1,122,100,3348,0
0.4926,1,229,115,2499,0
0.2953,1,119,181,2370,0
0.0,0,124,132,2414,0
0.6369,1,112,155,2245,0
0.5994,1,68,61,1228,0
-0.1882,-1,103,119,3486,0
0.8966,1,53,92,1734,0
0.7945,1,44,48,1381,0
0.1779,1,44,43,1127,0
-0.3071,-1,36,44,1056,0
0.0,0,1556,4628,66200,0
0.0,0,388,770,13000,0
0.5859,1,721,455,17900,0
0.0,0,231,93,5784,0
0.0,0,100,61,1958,0
0.4019,1,156,60,2897,0
0.4019,1,73,37,1217,0
0.0,0,1556,4628,66200,0
0.6114,1,7485,9388,235500,0
-0.4588,-1,2136,5385,89700,0
-0.3962,-1,1396,1682,30700,0
0.0,0,651,441,11400,0
0.3182,1,200,186,7452,0
0.0,0,360,202,13100,0
0.9493,1,102,65,1210,0
0.7003,1,111,31,2456,0
0.0,0,68,109,3549,0
0.3102,1,122,209,4512,0
0.0,0,93,160,3576,0
-0.5574,-1,153,430,7221,0
0.6124,1,229,183,3714,0
0.4019,1,176,77,1598,0
0.0,0,242,150,2030,0
0.2144,1,91,49,2149,0
0.0,0,76,43,1633,0
-0.34,-1,504,198,3970,0
0.5279,1,47,50,1577,0
0.4588,1,77,37,839,0
0.9213,1,52,84,3152,0
0.2283,1,46,47,801,0
0.6249,1,36,29,882,0
0.4581,1,81,81,1844,0
0.296,1,44,24,748,0
0.0,0,55,62,1158,0
0.431,1,89,95,1816,0
0.0,0,122,61,4037,0
0.0,0,6149,5769,92800,0
0.0,0,1965,2088,56200,0
0.6124,1,2681,7206,71100,0
-0.296,-1,1564,2609,39000,0
0.5707,1,142,96,3983,0
0.8777,1,269,432,40100,0
-0.6808,-1,689,283,16200,0
0.431,1,206,87,7059,0
-0.296,-1,241,94,3096,0
0.0,0,146,141,4294,0
0.0,0,365,213,14000,0
0.8126,1,294,347,8194,0
0.0,0,414,118,5053,0
0.0,0,18000,68500,648100,0
0.0,0,3478,9352,136900,0
0.4926,1,6479,16200,175700,0
0.6239,1,5335,12900,108700,0
-0.4635,-1,3183,9208,99300,0
0.4019,1,541,678,22600,0
0.7644,1,393,572,17800,0
0.636,1,93,165,5989,0
0.0,0,387,461,13400,0
0.636,1,113,132,6763,0
0.25,1,542,426,14800,0
0.0,0,504,464,13600,0
0.4019,1,340,126,9045,0
0.8356,1,298,214,7738,0
0.0,0,787,1272,23100,0
0.0,0,194,103,4221,0
0.0,0,213,115,3859,0
0.0,0,7681,6581,140100,0
0.0,0,811,612,13400,0
0.0,0,492,464,15700,0
0.0,0,125,96,5321,0
0.4019,1,68,35,1014,0
0.4019,1,4155,18600,291300,0
0.0,0,4954,14400,200500,0
0.6696,1,1851,4268,115800,0
0.0,0,496,247,7642,0
0.6341,1,327,339,11500,0
0.2732,1,735,753,26900,0
0.0,0,1519,4160,81500,0
0.0,0,508,3032,45000,0
0.0,0,152,101,7074,0
0.0,0,249,109,4490,0
0.4019,1,120,40,2894,0
0.4404,1,6074,30300,215100,0
0.0,0,618,882,21800,-1
0.2492,1,7313,24600,30000,0
0.796,1,551,1215,8990,0
0.7275,1,695,796,16500,0
0.4019,1,292,381,11500,0
0.0,0,231,153,4118,0
0.5974,1,151,188,4866,0
0.4753,1,120,92,2477,0
0.2247,1,340,746,7239,0
0.6696,1,281,168,10200,0
0.8197,1,278,383,7590,0
0.8047,1,116,54,2782,0
-0.4767,-1,112,132,3643,0
0.2732,1,169,206,4969,0
0.6808,1,160,132,3861,0
0.7506,1,109,78,2828,0
0.0,0,99,95,2858,0
0.2749,1,78,115,1941,0
0.9524,1,124,76,2682,0
0.0,0,559,415,24000,0
0.0,0,213,206,7500,0
0.0,0,10800,32000,215700,0
0.4404,1,6396,22000,229300,0
0.4215,1,12500,17400,316100,0
0.0,0,7837,13000,133800,0
0.876,1,7921,12400,330000,0
0.0,0,1059,1071,34900,0
0.0,0,5540,5112,119500,0
0.8881,1,3349,3738,143200,0
0.0,0,3271,9089,98400,0
0.4404,1,1833,1410,51100,0
0.5562,1,2259,2517,66000,0
-0.3818,-1,3409,13500,60900,0
0.0,0,1569,2074,17900,0
0.0,0,149,98,6754,1
0.296,1,77,50,4149,0
0.5267,1,558,965,35900,0
0.0,0,79,88,2931,0
0.0,0,330,308,9057,0
0.0,0,122,104,5200,0
0.8885,1,261,1250,9294,0
0.34,1,287,928,13500,0
0.0258,0,141,166,12400,0
0.0,0,146,166,4998,0
0.0,0,285,235,7823,-1
0.6249,1,121,72,3560,0
0.0,0,188,437,3406,0
0.4215,1,88,70,4260,0
