sentiment_score,sentiment_label,Comments,Likes,Retweets,price_trend_label
0.9612,1,140,116,1319,0
0.0,0,98,113,2036,0
0.0,0,51,112,4812,0
0.0,0,273,441,7319,0
0.9258,1,93,208,4874,0
0.5106,1,124,93,1389,0
0.0772,1,63,136,1901,0
0.0,0,12,32,634,0
0.3612,1,66,78,1474,0
0.4939,1,58,30,929,0
0.3612,1,110,99,2141,0
0.0,0,49,110,1844,0
0.4019,1,60,30,578,0
0.0,0,53,94,1372,0
0.6249,1,32,28,767,0
0.4019,1,67,97,1198,0
0.3506,1,61,85,1948,0
0.7725,1,47,94,2533,0
-0.1531,-1,74,86,1791,0
0.2885,1,52,60,452,0
0.0772,1,38,81,1138,0
0.0,0,42,64,1329,0
-0.3736,-1,131,125,1265,0
0.2732,1,22,43,753,0
0.7184,1,27,44,882,0
-0.153,-1,38,40,412,0
0.4019,1,84,75,1701,0
0.0,0,44,60,1066,0
0.0,0,22,28,1539,0
0.0,0,67,53,735,0
0.5859,1,4281,21300,245200,0
0.0,0,12000,35400,183500,0
0.7125,1,12100,27400,155200,0
-0.296,-1,33500,35400,248100,0
-0.802,-1,7196,16900,120300,0
0.0,0,3102,5205,54400,0
0.9382,1,3269,3762,43400,0
-0.4939,-1,5072,10900,83100,0
0.5411,1,1515,1245,19700,0
0.0,0,612,2186,56300,0
0.0,0,738,2585,17400,0
0.7717,1,1633,2049,27900,0
0.0,0,511,345,12400,0
0.4753,1,2086,2997,62400,0
0.0,0,550,1228,24200,0
0.9143,1,5681,8348,121000,0
-0.2406,-1,3230,2389,50500,0
0.4588,1,166,159,6834,0
0.0,0,349,702,11100,0
0.0,0,1146,1284,16800,0
0.0,0,1145,1600,22400,0
0.6369,1,629,302,5473,0
0.4767,1,1343,1883,10700,0
0.4939,1,140,145,1814,0
0.0,0,212,180,4361,0
0.4767,1,1282,286,2788,0
0.3182,1,359,455,5542,0
0.6369,1,256,395,3330,0
0.0,0,193,111,5183,0
0.0,0,150,164,1707,0
0.6908,1,142,170,4258,0
0.0,0,186,171,3194,0
0.34,1,98,132,1645,0
-0.2732,-1,278,183,3404,0
0.0,0,121,36,3162,0
0.0,0,105,69,1296,0
0.0,0,49,36,940,0
0.6421,1,161,136,1594,0
0.4588,1,993,918,2890,0
0.4007,1,107,242,6677,0
0.4019,1,82,121,2910,0
0.4019,1,73,55,1883,0
0.802,1,29,32,790,0
0.0,0,63,41,1045,0
0.0,0,153,183,4901,0
0.0,0,152,129,3399,0
0.0,0,88,49,919,0
0.3612,1,106,84,1824,0
0.4215,1,408,1757,33900,0
0.4184,1,160,146,2483,0
0.4215,1,323,304,17200,0
0.0,0,151,205,7698,0
0.8,1,416,1387,20200,0
0.6249,1,124,111,3967,0
0.6908,1,159,222,11600,0
0.6956,1,343,621,10500,0
0.0,0,183,119,3139,0
0.6249,1,62,71,1602,0
-0.34,-1,188,346,2699,0
-0.4767,-1,225,249,2775,1
0.4215,1,40,18,796,0
0.0772,1,73,121,4148,0
-0.7626,-1,159,188,3804,0
0.2716,1,110,138,2454,0
0.6486,1,92,31,1094,0
0.4019,1,292,330,10400,0
0.5267,1,109,90,3389,0
0.7184,1,208,373,5314,0
0.8787,1,341,278,7743,0
0.0,0,70,92,1360,0
-0.4341,-1,76,147,2391,0
0.4926,1,116,80,1866,0
-0.691,-1,189,140,3952,0
0.0,0,79,70,1183,0
0.0,0,51,42,957,0
0.0,0,106,34,963,0
0.7712,1,38,62,1119,0
0.4404,1,77,131,2332,0
0.228,1,102,256,1746,0
-0.2732,-1,111,160,2268,0
-0.0258,0,51,41,1512,0
0.0,0,43,29,832,0
-0.2718,-1,56,39,1005,0
0.7845,1,69,69,1489,0
-0.7964,-1,78,76,1643,0
-0.296,-1,123,108,1969,0
0.0,0,62,31,1242,0
0.0,0,57,57,1111,0
0.4019,1,92,63,1635,0
0.8393,1,79,72,1464,0
0.0,0,43,45,1080,0
0.6705,1,83,64,2392,0
0.0,0,298,64,1075,0
0.4019,1,385,351,5237,0
0.296,1,71,70,1614,0
0.4019,1,115,81,6841,0
0.0,0,91,48,1310,0
0.0,0,87,36,2405,0
0.4939,1,3258,36200,378000,0
-0.4767,-1,29800,85800,445600,0
0.8622,1,2164,10800,87900,0
0.0,0,2586,8051,80000,0
0.4199,1,3256,5460,116500,0
0.9675,1,1724,1740,39100,0
0.0,0,139,288,6185,0
0.4019,1,201,270,6072,0
0.8748,1,3771,5611,58700,0
0.8478,1,142,169,6624,0
-0.1655,-1,690,2690,24400,0
0.0,0,120,73,3488,0
-0.6124,-1,487,638,6660,0
0.4199,1,213,286,6234,-1
0.4404,1,108,90,2913,0
0.4199,1,224,341,5169,0
0.0,0,73,63,2725,0
0.0,0,62,57,2375,0
-0.6597,-1,131,167,3977,0
0.0,0,213,130,4219,0
0.5562,1,49,44,2155,0
0.3597,1,285,218,6541,0
0.0,0,81,37,2152,0
0.6249,1,59,37,1734,0
0.6588,1,589,431,10100,0
0.0,0,91,88,1529,0
0.0,0,34,32,916,0
0.4754,1,85,234,4611,0
0.0,0,46,48,1250,0
-0.5994,-1,94,182,2685,0
0.1027,1,123,219,1808,0
0.7334,1,144,157,5283,0
0.4376,1,185,174,7033,0
-0.3818,-1,86,27,970,0
0.6369,1,41,35,970,0
-0.5352,-1,161,82,2302,0
0.0,0,5048,125800,622800,0
0.0,0,404,3075,10400,0
0.0,0,40,67,7006,0
0.4019,1,20,16,840,0
0.0,0,50,31,959,0
0.0,0,29900,92800,449500,0
0.0,0,3403,9335,115800,0
-0.5574,-1,1793,5333,78300,0
0.5859,1,2237,2801,52000,0
0.0258,0,1788,4599,45100,0
-0.3343,-1,1133,2593,59700,0
0.5859,1,710,3282,14400,0
0.4215,1,112,70,2227,0
0.6705,1,1616,1286,15600,0
0.4588,1,174,222,11800,0
0.0,0,164,94,3145,0
-0.3182,-1,803,1105,9415,0
0.0,0,54,39,2218,0
-0.6486,-1,118,388,2316,0
0.0,0,67,32,693,0
0.5994,1,85,182,6653,0
0.5859,1,146,330,1673,0
0.3802,1,56,31,1110,0
0.4215,1,127,109,3202,0
0.8996,1,161,296,2740,0
-0.3384,-1,362,214,2191,0
0.765,1,217,234,2464,0
0.0,0,32,19,825,0
0.6908,1,55,57,1669,0
0.7269,1,79,35,1662,0
0.0,0,149,66,1245,-1
0.8478,1,190,163,2344,0
0.8805,1,191,252,2477,0
-0.3336,-1,72,66,4050,0
0.1531,1,108,95,2773,0
0.7712,1,49,132,1776,0
-0.7901,-1,81,88,1176,0
0.1511,1,198,136,2411,0
0.8074,1,167,100,3219,0
0.4404,1,17,14,678,0
0.0,0,91,44,1124,0
-0.3182,-1,37,38,979,0
0.5707,1,116,94,1415,0
0.4714,1,21,14,468,0
0.6369,1,55,103,1108,0
0.6588,1,122,57,1262,0
0.0,0,43,27,657,0
-0.4939,-1,17,21,175,0
0.6588,1,24,23,745,0
-0.5093,-1,13800,73500,506800,0
0.0,0,4080,53900,329600,0
0.0,0,23000,84900,573600,0
0.5974,1,1867,8618,120200,0
0.0,0,1249,2914,64400,0
0.0,0,576,1761,23600,0
0.4215,1,155,122,4976,0
0.3182,1,156,78,2448,0
0.3182,1,184,171,7149,0
0.6249,1,101,164,3866,0
0.0,0,84,96,2358,0
-0.4019,-1,410,355,10500,0
0.6908,1,469,1230,21400,0
0.0,0,346,717,10000,0
0.3182,1,93,79,3882,0
0.0,0,264,228,2729,0
0.3182,1,47,35,2025,0
0.0,0,162,160,6295,0
0.0,0,446,499,8700,0
0.4939,1,693,571,9327,0
0.4939,1,78,46,1655,0
0.0,0,89,94,3773,0
0.3802,1,42,67,2034,0
0.5244,1,153,94,2219,0
0.6808,1,109,256,3912,0
0.0,0,52,40,1282,0
0.0,0,2117,9354,131600,0
0.0,0,752,1991,17800,0
0.0,0,98,103,6813,0
0.0,0,74,71,5241,0
0.0,0,363,894,8574,0
-0.0516,-1,125,139,3201,0
0.4019,1,106,30,1101,0
0.0,0,111,84,5650,0
0.0,0,36,16,904,0
0.0,0,4860,50600,452100,0
0.0,0,2738,18700,154600,0
0.2263,1,729,1184,14800,0
0.5267,1,597,897,24500,0
-0.8029,-1,135,488,1551,0
0.0,0,6049,50800,561100,0
0.0,0,5140,40900,344700,0
0.0,0,288,573,10000,0
0.0,0,159,291,11500,0
0.4926,1,178,328,14000,0
-0.3818,-1,86,84,3507,0
0.0,0,16100,51200,807800,0
0.0,0,20900,37000,501900,0
0.0,0,3652,32200,364100,0
0.0,0,2494,15000,143500,0
0.0,0,976,1731,87300,0
0.0,0,898,3577,58800,0
0.0,0,865,1448,62300,0
0.2732,1,150,433,10400,0
0.0,0,575,717,30900,0
0.0868,1,716,2318,56400,0
0.3182,1,171,95,4300,0
0.0,0,621,2066,32600,0
-0.2732,-1,617,2599,23400,0
0.0,0,150,708,15600,0
-0.296,-1,253,1352,8920,0
0.6079,1,337,463,10400,0
0.0,0,92,99,3295,0
0.1882,1,179,157,3851,0
0.4019,1,154,138,4508,0
0.0,0,473,1708,10900,0
0.636,1,1042,5246,69000,0
0.0,0,2421,7633,125200,0
0.0,0,6125,18700,145400,0
-0.2144,-1,6912,27800,279200,0
0.8271,1,4613,4044,48000,0
-0.796,-1,11300,154600,667100,0
-0.4019,-1,50,49,2367,0
0.0,0,66,191,3910,0
0.4019,1,441,364,8038,0
0.7459,1,408,830,11900,0
0.7096,1,71,48,3060,0
0.7003,1,54,29,983,0
0.5707,1,213,195,7355,0
0.7901,1,91,61,2184,0
0.0,0,184,186,4752,0
0.5719,1,130,163,3083,0
0.4215,1,214,187,3275,0
0.8316,1,231,327,3151,0
0.0,0,87,109,1643,0
0.0,0,43,24,889,0
-0.1027,-1,73,76,1511,0
0.6212,1,67,68,1758,0
0.0,0,30,43,915,0
0.4588,1,956,1881,24200,0
0.0,0,115,142,3311,0
0.4019,1,192,249,3345,0
0.0,0,75,122,4139,0
0.0,0,1998,3124,36300,0
0.0,0,583,4689,54200,0
0.0,0,320,1090,13500,1
0.0,0,742,2037,22100,0
0.0,0,201,667,7361,0
0.0258,0,625,1241,24100,0
0.0,0,162,588,4471,0
0.8176,1,344,552,9978,0
0.4939,1,114,373,4103,1
0.0,0,207,284,10800,0
0.6249,1,403,1034,17700,0
0.0,0,54,59,2129,0
0.2732,1,54,38,2682,0
0.3182,1,102,116,6787,0
0.0,0,155,196,4727,0
-0.4404,-1,243,420,6208,0
0.2732,1,71,177,2284,0
-0.9475,-1,405,2782,18800,0
0.4215,1,44,31,1290,0
0.743,1,227,1046,10500,0
0.0,0,58,102,1568,0
0.0,0,124,51,1601,0
0.4926,1,44,31,1099,0
0.7644,1,76,198,3336,0
0.2023,1,97,146,2397,0
0.0,0,41,78,1296,0
0.4588,1,97,173,2807,0
0.0,0,74,68,1329,0
0.4588,1,30,19,717,0
0.0,0,69,61,1540,0
-0.6808,-1,37,51,896,0
0.9014,1,54,102,1847,-1
0.7096,1,61,105,1712,0
0.7184,1,52,114,1769,0
0.2023,1,99,52,1530,0
0.659,1,110,51,1412,0
0.8462,1,58,132,1212,0
0.4215,1,11700,63400,499800,0
0.0,0,180,484,5100,0
0.5859,1,414,440,17700,0
0.4019,1,77,141,1653,0
0.0,0,146,100,6389,0
0.0,0,656,1316,18100,0
0.5423,1,3146,9506,74400,0
0.4926,1,2039,7394,83600,0
0.0,0,1003,1331,36700,0
0.0,0,95,57,1570,0
0.4939,1,77,71,2379,0
0.0,0,170,212,4414,0
0.4404,1,168,203,5720,0
0.636,1,116,186,8912,0
-0.296,-1,286,306,7926,0
0.0,0,105,37,1468,0
0.3182,1,92,56,1356,0
0.0,0,79,50,888,0
0.4939,1,113,345,2962,0
0.0,0,861,1325,26100,0
0.0,0,228,405,4944,0
0.8515,1,170,344,4131,0
-0.5559,-1,67,36,1215,0
0.0,0,45,27,643,0
-0.5267,-1,64,86,2270,0
-0.6901,-1,56,107,1377,0
0.1326,1,206,161,2999,0
-0.2263,-1,75,100,1531,0
-0.3818,-1,146,274,2203,0
0.8047,1,49,43,1160,0
0.3612,1,67,85,2286,0
-0.296,-1,43,45,1541,0
0.4588,1,159,564,6986,0
-0.3818,-1,196,86,2724,0
0.4019,1,127,70,1789,0
0.0,0,1877,13400,170200,0
0.0,0,4016,11000,182000,0
0.6249,1,6049,16100,166200,0
-0.5994,-1,3426,13000,140400,0
0.0,0,2468,2567,63800,0
0.0,0,1121,1410,34900,0
0.0,0,1521,2208,31100,0
0.4215,1,635,826,43900,0
0.0,0,1105,1285,33600,0
0.7783,1,191,756,27200,0
0.802,1,385,920,10800,0
0.0,0,225,175,7541,0
0.4215,1,206,274,8246,0
-0.636,-1,182,101,3356,0
0.0,0,336,237,13200,0
0.7964,1,798,561,25700,0
-0.2315,-1,258,794,7438,0
0.0,0,293,708,6498,0
0.0,0,76,59,1193,0
0.25,1,114,214,2551,0
0.5106,1,198,251,4332,0
0.0,0,288,627,5588,0
0.4404,1,83,34,1126,0
0.7579,1,115,144,2146,0
0.6249,1,70,41,2391,0
0.2023,1,194,61,1296,0
0.0,0,111,64,1233,0
0.0,0,92,73,1312,0
-0.2516,-1,85,64,3286,0
0.0,0,66,109,1331,0
0.8016,1,96,100,2241,0
-0.6949,-1,158,154,1459,0
0.6486,1,22,28,1279,0
0.4588,1,26,30,1115,0
0.0,0,76,36,1017,0
0.0,0,34,35,1004,0
-0.024,0,131,175,2892,0
0.7351,1,60,126,1281,0
-0.3451,-1,37,61,1147,0
0.0,0,71,46,1298,0
0.5106,1,40,60,1871,0
0.7003,1,138,88,1036,0
0.5927,1,98,55,842,0
0.1779,1,991,2427,22500,0
0.4019,1,93,56,1866,0
0.4019,1,38,26,806,0
0.0,0,24300,123000,710100,0
0.0,0,2490,7490,145200,0
-0.34,-1,3408,31700,343400,0
0.5719,1,5601,26900,229300,0
0.0,0,800,1268,18600,0
-0.4003,-1,1752,2307,77300,0
0.636,1,164,155,11900,0
-0.2357,-1,1570,3003,36600,0
0.6249,1,148,199,7251,0
0.3182,1,94,99,2624,0
0.0,0,125,92,5850,0
0.0,0,288,305,7062,0
0.6705,1,355,267,10900,0
0.6249,1,157,116,3779,0
0.3612,1,362,348,15200,0
0.2023,1,678,783,12000,0
0.0,0,170,150,2254,0
0.2732,1,117,112,3095,0
0.0,0,92,42,1690,0
0.0,0,60,38,1294,0
0.4767,1,342,513,6913,0
0.6369,1,35,45,1694,0
0.0,0,131,81,868,0
0.6996,1,101,65,3711,0
0.4215,1,24,18,618,0
0.0,0,105,91,1571,0
-0.1511,-1,246,438,4053,0
0.4019,1,159,111,2421,0
0.4497,1,64,37,1024,0
0.0,0,162,189,3350,0
0.5255,1,63,74,1143,0
0.7003,1,166,84,1511,0
0.0,0,81,36,838,0
0.0,0,6191,132800,821400,0
0.0,0,61,135,12300,0
0.296,1,129,51,2296,0
0.6054,1,84,67,1942,0
0.0,0,13500,16500,244300,0
0.0,0,8236,14100,106700,0
0.7579,1,4705,12200,158600,0
0.955,1,3171,2822,39900,0
0.7964,1,413,1579,78900,0
0.8591,1,1623,2646,26200,0
0.4215,1,306,509,14700,0
0.0,0,773,1952,36300,0
-0.6808,-1,284,905,40100,0
0.0,0,94,64,666,0
0.6996,1,449,856,15700,0
-0.5106,-1,137,99,2007,0
0.6249,1,59,75,1379,0
-0.1027,-1,120,184,1905,0
0.908,1,517,552,11300,0
-0.4404,-1,237,211,7393,0
0.0806,1,816,1424,7173,0
0.6486,1,115,233,5471,0
0.0,0,111,172,2027,0
0.6786,1,294,561,4829,0
-0.4559,-1,43,61,2845,0
0.2023,1,60,126,2182,0
0.4829,1,38,27,1992,0
0.0,0,96,222,2935,0
0.6249,1,38,32,912,0
0.0,0,181,480,1876,0
0.4404,1,108,204,1324,0
0.6124,1,78,154,1133,0
0.0,0,287,257,1736,0
0.4019,1,59,51,990,0
-0.1027,-1,88,96,974,0
0.4754,1,25,18,479,0
0.5267,1,170,474,1449,0
0.3612,1,63,23,578,0
0.5499,1,81,39,1104,0
0.6124,1,109,52,573,0
0.6696,1,89,89,1611,0
0.4404,1,30,58,1038,0
-0.2263,-1,40,74,917,0
0.0,0,30,67,1225,0
0.0,0,132,48,427,0
0.0,0,147,90,711,0
0.4019,1,228,89,2173,0
0.4019,1,39,25,822,0
0.0,0,29,26,457,0
0.6467,1,4399,18000,238100,0
0.5994,1,2801,5196,135000,0
0.0,0,3117,3819,68900,0
0.4939,1,7745,7427,93900,0
-0.2263,-1,6050,13500,109500,0
0.6249,1,1199,1331,22700,0
0.0,0,2355,5963,97800,0
0.4574,1,11000,37000,310600,0
-0.4215,-1,1304,1767,76700,0
0.0,0,267,373,16800,0
0.4215,1,103,90,3521,0
-0.4215,-1,177,182,7221,0
0.0,0,163,231,6179,0
0.3182,1,245,142,10100,0
-0.4389,-1,489,693,13700,0
0.9042,1,894,2894,38000,0
0.0,0,350,501,16000,0
0.0,0,516,340,17900,0
0.0,0,298,188,7357,0
-0.4939,-1,244,374,4672,0
0.397,1,111,334,9518,0
0.7263,1,113,64,2181,0
0.6486,1,80,45,1911,0
0.4404,1,55,30,812,0
0.4404,1,93,58,3385,0
0.6996,1,212,106,2791,0
0.6908,1,166,120,3795,0
0.5719,1,257,174,4561,0
0.4215,1,63,19,788,0
0.3595,1,55,16,772,0
0.0,0,81,50,964,0
0.4404,1,139,119,2822,0
0.0,0,164,94,3469,0
0.7873,1,46,51,1051,0
0.7003,1,46,10,624,0
0.3182,1,37,17,824,0
0.6249,1,77,25,1093,0
0.1007,1,253,159,2126,0
0.8807,1,312,186,1581,0
-0.3612,-1,84,50,1065,0
0.8126,1,110,37,1042,0
-0.8735,-1,182,82,1483,0
-0.8402,-1,53,56,837,0
0.1531,1,144,88,1067,0
0.0,0,15600,147000,658600,0
0.0,0,191,211,16600,0
0.0,0,296,289,10100,0
0.5859,1,147,103,4019,0
0.296,1,4597,11100,147500,0
0.6369,1,3183,6470,55000,0
0.4215,1,1087,2255,64200,0
0.0,0,1140,1020,28900,0
0.5859,1,814,625,33100,0
0.4588,1,203,280,19000,0
-0.3597,-1,1091,3141,35000,0
0.3182,1,125,99,4496,0
0.7096,1,225,134,11500,0
0.4003,1,194,224,5569,0
0.0,0,109,37,1005,0
0.636,1,216,223,5078,0
0.6588,1,272,254,7882,0
0.0,0,126,145,5701,0
0.0,0,46,47,967,0
-0.7351,-1,253,159,1646,0
0.4215,1,28,17,645,0
0.0,0,226,486,6798,0
-0.5267,-1,90,61,1237,0
0.7003,1,44,25,827,0
-0.4753,-1,157,110,1540,0
-0.441,-1,97,122,1724,0
0.4011,1,152,185,3382,0
0.0,0,78,33,887,0
0.6486,1,108,40,1556,0
-0.7003,-1,28,20,533,0
0.836,1,108,61,1231,0
0.4404,1,124,142,2057,0
0.4019,1,250,316,2535,0
0.8316,1,79,63,894,0
0.0,0,5345,12800,211700,0
0.6697,1,1661,2855,60400,0
0.0,0,615,300,9745,0
0.0,0,53,48,670,0
0.4019,1,33,32,2202,0
0.0,0,62,60,1189,0
0.0,0,91,103,1716,0
0.296,1,46,19,847,0
0.0,0,419,440,15400,0
-0.296,-1,385,413,5825,0
0.4588,1,119,345,8996,0
-0.765,-1,2248,3155,36700,0
-0.7088,-1,275,435,18200,0
0.0,0,161,230,11400,0
0.128,1,140,107,7319,0
0.3182,1,111,66,3046,0
0.8519,1,421,863,29500,0
0.7269,1,869,1292,20100,0
0.0,0,176,289,6823,0
0.0,0,94,62,2378,0
0.0,0,46,25,1211,0
0.6249,1,94,115,3145,0
0.0,0,528,342,5985,0
0.0,0,78,52,1212,0
0.0,0,192,330,3269,0
-0.34,-1,95,156,1897,0
0.4215,1,127,184,4847,0
0.7345,1,172,111,2717,0
0.6491,1,117,154,2285,0
-0.6249,-1,283,507,3568,0
-0.5994,-1,264,182,6595,0
-0.25,-1,302,296,3349,0
0.3182,1,119,168,3688,0
0.3182,1,97,125,3216,0
0.5413,1,71,117,1222,0
-0.2732,-1,124,135,1115,0
0.34,1,139,187,1538,0
0.5267,1,168,91,1638,0
-0.6705,-1,198,132,1661,0
0.0,0,29,20,622,0
0.0,0,7116,23000,314100,0
0.4588,1,297,302,18200,0
0.0,0,390,220,8752,0
0.5859,1,323,260,5012,0
0.4019,1,99,40,2945,0
0.0,0,72,55,958,0
0.296,1,67,39,1098,0
0.0,0,133,44,2493,0
0.0,0,75,28,928,0
0.0,0,82,42,1020,0
0.0,0,2943,46000,311900,0
0.0,0,5741,18000,212100,0
0.0,0,10200,43300,319300,0
0.0,0,25900,12700,184400,0
0.4767,1,871,2484,36100,0
0.0,0,270,703,11900,0
0.6588,1,123,132,5734,0
0.636,1,91,689,11800,0
0.0,0,123,115,12500,0
-0.4019,-1,387,484,10900,0
0.0,0,217,346,13800,0
0.0,0,411,495,12100,0
0.4404,1,163,100,3649,0
0.4926,1,316,717,10000,0
0.0,0,439,305,7409,0
0.0,0,445,425,11000,0
0.2023,1,150,147,5026,0
0.0,0,85,78,3931,0
0.4404,1,68,43,1062,0
0.0,0,736,1168,4031,0
0.0,0,118,107,6269,0
0.0,0,141,408,3726,0
0.0,0,128,68,962,0
0.7906,1,104,78,3782,0
0.4019,1,229,183,2406,0
0.9274,1,206,176,4845,0
0.0,0,129,207,2559,0
0.0,0,61,55,1712,0
0.0,0,114,95,1513,0
0.3382,1,79,95,3161,0
0.2023,1,33,131,870,0
-0.2263,-1,182,138,2031,0
0.0,0,114,149,2046,0
0.4144,1,163,209,4985,0
0.0258,0,158,189,5446,0
0.0,0,55,82,1503,0
0.0,0,61,27,863,0
0.0,0,30,44,1286,0
0.0,0,6849,14600,271600,0
0.0,0,243,621,47800,0
0.0,0,70,60,3832,0
0.0,0,51,60,9136,0
0.0,0,51,57,9286,0
0.4019,1,119,85,1914,0
0.4019,1,73,58,1188,0
-0.4404,-1,20800,34500,256600,0
0.0,0,3852,9541,167500,0
-0.3818,-1,36600,66900,445700,0
0.6249,1,3748,12000,114600,0
0.3182,1,892,1485,76400,1
0.5374,1,981,1135,16000,0
0.4588,1,186,242,17900,0
0.3182,1,159,132,6023,0
0.8387,1,767,968,26400,0
0.0,0,744,984,8308,0
0.3182,1,123,81,4606,0
0.6249,1,178,141,4310,0
-0.5423,-1,406,1266,9789,0
0.8172,1,143,128,8019,0
0.0,0,278,247,13600,0
0.0,0,247,152,2406,0
0.6249,1,156,95,5603,0
0.5859,1,83,64,3438,0
0.6239,1,234,173,9361,0
0.0,0,84,47,1742,0
-0.4588,-1,163,273,2895,0
0.5563,1,278,526,7003,0
-0.6908,-1,342,359,7257,0
-0.34,-1,109,108,1194,0
0.0,0,99,62,2631,0
0.0,0,78,54,1102,0
0.3182,1,97,55,2937,0
0.6981,1,226,475,3081,0
0.4939,1,121,113,2356,0
0.4588,1,183,94,2217,0
0.3802,1,58,68,896,0
0.0,0,76,55,1442,0
0.296,1,131,112,2711,0
0.0,0,29,24,520,0
0.836,1,33,28,1260,0
0.0,0,74,80,1982,0
0.4588,1,38,18,1023,0
0.8513,1,123,57,1615,0
0.0,0,55,27,554,0
0.904,1,123,564,1132,0
-0.1511,-1,42,38,827,0
0.0,0,15000,49100,230800,0
0.0,0,226,361,13200,0
0.0,0,78,88,2773,1
0.4019,1,106,55,1644,0
0.0,0,14,21,611,0
0.0,0,36,21,1129,0
0.0,0,24200,78600,496600,0
0.5267,1,12900,51100,490100,0
-0.5574,-1,6572,14400,176100,0
-0.6369,-1,1711,5766,36700,0
0.802,1,14600,14100,125400,0
-0.34,-1,1713,4438,69900,0
0.0,0,1581,2779,72000,0
0.9589,1,1198,905,12100,0
0.0,0,1107,8426,73500,0
0.0,0,1176,1758,44100,0
0.3182,1,213,174,6548,0
0.8481,1,1978,2406,41800,0
0.3182,1,262,80,5414,0
0.0,0,873,975,16600,0
0.0,0,146,140,4065,0
0.5598,1,156,100,5922,0
0.3612,1,308,716,10300,0
0.6369,1,130,106,6543,0
0.6801,1,201,426,6075,0
0.0,0,222,183,5114,0
-0.34,-1,202,683,3799,0
0.0,0,241,291,7174,0
0.171,1,321,362,9296,0
0.8313,1,121,214,7785,0
-0.4201,-1,146,76,1762,0
0.0836,1,93,54,1202,0
0.4912,1,152,139,2220,0
0.6369,1,46,28,855,0
-0.1531,-1,139,187,3226,0
0.0,0,205,155,2554,0
0.6705,1,176,179,2192,0
0.3818,1,118,176,1817,0
0.6249,1,57,65,867,0
0.3291,1,81,200,1692,0
0.5267,1,121,76,1184,0
0.0,0,43,12,609,0
0.4404,1,39,26,952,0
0.274,1,65,137,1242,0
-0.6597,-1,86,92,1195,0
0.765,1,925,1409,33500,0
0.0,0,930,3484,46500,0
0.0,0,592,1333,40800,0
0.0,0,212,281,13500,0
0.0,0,45,261,1561,0
0.0,0,41,108,967,0
0.0,0,114,68,5092,0
0.0,0,21,20,568,0
0.0,0,87,99,955,0
0.0,0,22,13,694,0
0.296,1,6300,17000,293300,0
0.3612,1,12500,37100,323400,0
0.0,0,3001,10000,140500,0
0.6486,1,911,2371,31000,0
-0.3182,-1,1130,2491,55600,0
0.0,0,1598,8058,112800,0
0.6688,1,2597,18700,227200,0
0.0,0,975,2994,48900,0
0.0,0,367,601,17900,0
0.4215,1,986,608,26900,0
0.0,0,417,1022,15700,0
0.0,0,111,150,4474,0
0.4215,1,342,590,16300,0
0.0,0,198,306,5582,0
0.4939,1,153,147,8792,0
0.3182,1,272,287,14500,0
0.0,0,627,1321,9889,0
0.0,0,787,565,10600,0
0.0,0,240,168,11700,1
0.0,0,106,118,3348,0
0.0,0,247,196,5978,0
0.0,0,320,843,7263,0
0.0,0,127,73,1406,0
0.631,1,164,497,6742,0
-0.4037,-1,89,90,3322,0
0.6249,1,40,36,995,0
0.4215,1,124,30,1660,0
0.0,0,247,491,6355,0
-0.3818,-1,86,145,2855,0
0.1027,1,109,194,4551,0
0.0,0,4254,12300,158100,0
0.0,0,1625,5265,66300,0
0.6908,1,1387,1267,21500,0
0.4019,1,652,406,24000,0
0.0,0,365,493,11000,0
0.6249,1,390,446,14700,0
-0.34,-1,254,345,7527,0
0.0,0,205,237,7981,0
0.5267,1,247,189,10500,0
0.0,0,330,265,11800,0
0.0,0,305,136,3820,0
0.4215,1,69,21,1333,0
-0.296,-1,110,160,3593,0
0.7857,1,176,325,4900,0
0.0,0,66,42,1676,0
0.296,1,156,202,3186,0
0.8126,1,49,132,1645,0
-0.6908,-1,53,102,1085,0
0.296,1,141,206,2383,0
0.7096,1,42,67,1604,0
0.0,0,55,102,2336,0
0.0,0,4880,10200,82600,0
0.0,0,665,1016,32400,0
0.0,0,235,366,16900,0
0.296,1,62,28,1622,0
0.0,0,47,39,1359,0
0.0,0,30,26,869,0
0.0,0,1508,12400,134900,0
0.6249,1,16000,19700,215800,0
0.3182,1,5599,11700,201700,0
0.4588,1,1886,12200,126100,0
0.8016,1,4126,9518,119300,0
0.6588,1,699,1378,25300,0
0.3182,1,123,411,3969,0
0.0,0,202,297,9749,0
0.7003,1,71,45,1970,0
0.3774,1,154,165,4326,0
0.4019,1,160,211,7047,0
0.2732,1,429,1232,8900,0
0.0,0,44,37,1332,0
-0.1779,-1,69,61,1665,0
0.0,0,40,39,1048,0
0.0258,0,211,458,5859,0
0.4782,1,335,352,7838,0
-0.1027,-1,170,178,4345,0
0.0,0,101,89,3026,0
0.0,0,222,104,3119,0
-0.6542,-1,327,257,3186,0
0.7783,1,129,93,3960,0
-0.4336,-1,86,59,1926,0
0.0,0,32,37,1047,0
0.8313,1,148,222,2725,0
0.7088,1,142,189,2427,0
0.6814,1,138,180,2700,0
-0.5267,-1,74,144,1674,0
0.0,0,122,90,1867,0
0.4215,1,67,78,1124,0
0.0,0,38,35,648,0
0.5719,1,50,88,1738,0
-0.4588,-1,93,100,1668,0
0.0345,0,132,99,1778,0
